customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_months,monthly_per_service,is_month_to_month,has_fiber,no_online_support,avg_monthly_spend,past_emails_sent,past_discount_offered,support_tickets_6m,days_since_last_interaction,CLV
0151-ONTOV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,1,1,23.633333333333336,1,1,1,35.45,3,0,2,169,443.12500000000006
4140-MUHUG,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,1,3,28.95,1,1,1,55.2375,2,5,1,309,745.70625
0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,0,40,30.516666666666666,1,1,1,89.6,5,0,0,124,2867.2
8064-RAVOH,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,0,1,16.616666666666667,1,0,1,24.925,3,5,4,162,311.5625
0219-QAERP,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,0,30,9.9,0,0,0,18.601612903225806,2,5,1,286,502.2435483870968
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1,23,33.28333333333333,1,1,0,97.1375,2,0,0,353,2282.7312500000003
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,1,24.833333333333332,1,1,1,37.25,1,0,2,249,465.625
9168-INPSZ,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,0,44,34.71666666666667,1,1,0,99.90333333333332,0,0,2,227,3396.713333333333
3571-RFHAR,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,1,65,36.38333333333333,1,1,0,105.16969696969697,1,0,2,144,4680.051515151516
0015-UOCOJ,Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,0,7,16.066666666666666,1,0,1,42.54375,3,0,1,112,659.428125
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,0,72,12.55,0,0,0,24.519178082191782,1,5,2,340,1176.9205479452055
2754-SDJRD,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,0,8,33.38333333333333,1,1,0,100.94999999999999,1,0,0,345,1615.1999999999998
9578-VRMNM,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,1,16,21.733333333333334,1,0,1,61.3735294117647,0,5,1,91,1227.470588235294
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,1,66,33.166666666666664,1,1,1,101.82313432835821,2,0,1,180,4582.04104477612
6140-QNRQQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,1,1,23.849999999999998,1,1,1,35.775,3,0,2,127,447.1875
8963-JLGJT,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,0,3,18.633333333333333,1,0,1,39.3875,4,0,2,277,531.73125
4307-KTUMW,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,1,53,31.3,1,1,1,93.13333333333333,2,5,0,168,3585.633333333333
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,0,8,21.46666666666667,1,0,0,64.63333333333334,3,0,0,258,1034.1333333333334
5440-FLBQG,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,1,69,36.13333333333333,0,1,0,104.54571428571428,3,0,0,347,4861.375714285714
2135-DQWAQ,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,0,5,28.433333333333334,1,1,0,70.075,2,5,2,62,1016.0875000000001
4056-QHXHZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,0,72,35.81666666666667,0,1,0,103.7904109589041,3,0,1,321,4981.939726027397
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,1,13,24.375,1,0,1,45.24285714285714,0,0,1,301,836.9928571428571
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,1,4,28.55,1,1,1,64.33,2,0,4,211,900.62
7401-JIXNM,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,0,54,30.433333333333334,0,0,0,90.27272727272727,2,5,3,241,3520.6363636363635
9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,0,72,28.650000000000002,0,0,0,84.27260273972603,4,0,0,135,4045.084931506849
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,1,12,35.56666666666667,1,1,0,96.45384615384616,2,0,5,38,1736.1692307692308
2672-DZUOY,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,1,1,12.575,1,0,1,12.575,2,0,4,349,157.1875
4706-DGAHW,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,0,1,15.066666666666668,1,0,1,22.6,2,10,0,302,282.5
3870-MQAMG,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,5893.15,1,54,36.78333333333333,0,1,0,107.14818181818181,2,0,1,67,4178.779090909091
6670-MFRPK,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,0,69,26.400000000000002,0,1,1,77.43785714285714,1,0,2,56,3600.860357142857
6177-PEVRA,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,0,48,18.5,0,0,0,53.61938775510204,2,0,2,152,1930.2979591836734
4800-CZMPC,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,1,48,34.416666666666664,0,1,0,102.80714285714286,3,0,0,200,3701.057142857143
4813-HQMGZ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,0,8,30.083333333333332,1,1,0,82.63888888888889,1,5,2,86,1322.2222222222222
7579-KKLOE,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,0,71,30.416666666666668,0,0,0,91.52222222222223,3,0,4,317,4347.305555555556
7377-DMMRI,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,1,2,15.933333333333332,1,0,1,30.816666666666666,3,5,1,38,400.6166666666667
8402-EIVQS,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,0,67,33.63333333333333,0,1,0,99.01691176470588,1,5,1,247,4505.269485294118
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,0,34,32.56666666666667,1,1,0,97.42857142857143,1,10,1,113,2825.4285714285716
7245-NIIWQ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,0,3,23.28333333333333,1,1,1,49.9625,4,0,2,203,674.49375
0002-ORFBO,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,593.3,0,9,21.866666666666664,0,0,0,59.33,2,10,3,205,978.9449999999999
3324-OIRTO,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,7288.4,0,71,34.88333333333333,0,1,0,101.22777777777777,1,0,1,134,4808.319444444444
5414-OFQCB,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,5229.8,0,57,30.150000000000002,0,1,0,90.16896551724139,1,5,1,350,3651.8431034482765
4967-WPNCF,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,0,72,31.85,0,0,0,61.16164383561644,0,0,1,261,2935.758904109589
8552-OBVRU,Female,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,0,48,34.833333333333336,1,1,0,103.4295918367347,2,5,1,122,3723.4653061224494
8499-BRXTD,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,401.85,0,18,10.05,0,0,0,21.150000000000002,3,0,3,82,444.15000000000003
9154-QDGTH,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,4451.85,0,43,34.766666666666666,0,1,0,101.1784090909091,2,5,1,212,3389.4767045454546
8197-BFWVU,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,6688.95,0,72,31.083333333333332,0,0,0,91.62945205479451,1,10,2,274,4398.213698630137
2577-GVSIL,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,2661.1,0,35,24.483333333333334,0,0,0,73.91944444444444,1,5,0,174,2180.6236111111107
9367-OIUXP,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,73.05,0,4,10.35,1,0,0,14.61,4,5,2,274,204.54
6770-UAYGJ,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,1211.65,0,49,12.625,0,0,0,24.233,1,0,2,235,884.5045
6463-HHXJR,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,0,71,33.5,0,1,0,97.64791666666666,1,0,0,33,4638.276041666666
7928-VJYAB,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,1020.2,0,11,30.2,1,1,1,85.01666666666667,3,10,1,170,1487.7916666666667
1187-WILMM,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4,5597.65,0,63,29.8,0,0,0,87.46328125,1,0,1,140,3804.652734375
9776-OJUZI,Female,1,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.45,6223.3,0,65,31.816666666666666,1,1,0,94.29242424242425,1,0,0,24,4196.012878787879
1306-RPWXZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,1024.65,0,49,10.225,0,0,0,20.493000000000002,3,0,0,96,747.9945000000001
8949-JTMAY,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,2933.2,1,29,32.86666666666667,1,1,1,97.77333333333333,2,0,2,311,2590.9933333333333
2774-LVQUS,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05,1258.3,1,15,27.683333333333334,1,1,0,78.64375,2,0,0,20,1533.553125
3097-PYWXL,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.95,82.9,0,4,9.975,1,0,0,16.580000000000002,2,0,0,289,232.12000000000003
2266-SJNAT,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,7789.6,0,72,36.38333333333333,0,1,0,106.7068493150685,2,0,2,109,5121.928767123288
0869-PAPRP,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,2067.0,0,26,28.566666666666666,1,1,1,76.55555555555556,3,0,1,280,1913.888888888889
4238-JSSWH,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,0,35,34.016666666666666,1,1,1,95.90416666666667,3,0,2,81,2829.172916666667
2972-YDYUW,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,5468.95,0,57,31.566666666666666,0,1,0,94.29224137931034,5,0,1,106,3818.8357758620687
1104-FEJAM,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,1802.15,0,28,21.46666666666667,1,0,0,62.143103448275866,1,0,2,266,1615.7206896551725
2809-ILCYT,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.8,733.55,0,25,13.4,0,0,0,28.213461538461537,3,0,5,274,691.2298076923076
5499-ECUTN,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,3021.45,0,47,22.016666666666666,0,0,1,62.946875,1,10,3,176,2234.6140625
4981-FLTMF,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,0,57,21.733333333333334,1,0,0,63.58362068965517,0,0,2,285,2575.1366379310343
9121-PHQSR,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,0,16,28.349999999999998,1,1,1,81.83235294117648,2,5,2,108,1636.6470588235297
3113-IWHLC,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.8,274.35,0,5,18.599999999999998,1,0,1,45.725,3,10,1,37,663.0125
3211-ILJTT,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05,1,17,23.46666666666667,1,1,1,67.44722222222222,1,0,0,270,1382.6680555555556
4612-THJBS,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,5510.65,1,56,34.916666666666664,0,1,0,96.67807017543859,4,0,2,330,3867.122807017544
4277-BWBML,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1322.85,0,72,9.975,0,0,0,18.121232876712327,1,0,5,215,869.8191780821917
4094-NSEDU,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1973.75,1,21,31.416666666666668,1,1,1,89.7159090909091,0,0,1,315,2018.6079545454545
0234-TEVTT,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,2196.3,0,48,22.5,0,0,1,44.82244897959184,2,0,1,131,1613.6081632653063
4304-TSPVK,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,7843.55,0,68,38.300000000000004,0,1,0,113.67463768115942,0,0,1,338,5229.033333333334
1552-AAGRX,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,0,30,35.46666666666667,1,1,0,103.60967741935484,4,0,0,220,2797.4612903225807
2637-FKFSY,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,130.15,0,3,15.366666666666667,1,0,1,32.5375,1,0,3,269,439.25625
9796-MVYXX,Female,1,No,No,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.7,692.35,0,14,19.85,0,0,0,46.156666666666666,2,10,1,336,876.9766666666667
7874-ECPQJ,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.05,85.5,0,4,10.025,1,0,0,17.1,1,0,0,263,239.40000000000003
0020-INWCK,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,6849.4,0,71,31.916666666666668,0,1,0,95.13055555555555,1,10,1,76,4518.701388888889
7089-RKVSZ,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.4,203.95,0,8,12.2,0,0,0,22.66111111111111,1,0,0,214,362.5777777777778
2683-JXWQQ,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,2117.2,0,61,16.8,1,0,1,34.148387096774194,2,0,1,92,1451.3064516129032
9548-ZMVTX,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,6565.85,0,72,30.150000000000002,0,1,0,89.94315068493151,1,0,0,138,4317.271232876712
8739-XNIKG,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,0,5,28.0,1,1,1,70.79166666666667,2,10,3,79,1026.4791666666667
9755-JHNMN,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,3306.85,0,49,22.46666666666667,0,0,0,66.137,3,0,3,49,2414.0005
3981-QSVQI,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.7,168.9,0,8,9.85,1,0,0,18.766666666666666,4,0,0,235,300.26666666666665
2789-HQBOU,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.35,253.8,0,3,26.78333333333333,1,1,1,63.45,2,5,4,342,856.575
9424-CMPOG,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,197.4,0,9,9.8,0,0,0,19.740000000000002,2,0,3,331,325.71000000000004
5067-WJEUN,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.2,3838.2,0,67,18.066666666666666,0,0,0,56.44411764705882,3,0,2,293,2568.2073529411764
3450-WXOAT,Male,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.2,2065.15,0,46,15.066666666666668,1,0,1,43.93936170212766,3,10,2,151,1537.8776595744682
9251-WNSOD,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.1,5064.45,0,67,25.03333333333333,0,0,0,74.47720588235293,2,5,3,94,3388.7128676470584
6974-DAFLI,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.7,1140.05,0,55,9.85,0,0,0,20.358035714285712,3,0,0,165,804.1424107142857
2616-UUTFK,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,0,33,24.25,1,0,0,71.98382352941177,1,0,3,320,2051.5389705882353
7064-JHXCE,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1263.9,0,62,10.025,0,0,0,20.061904761904763,4,10,2,89,862.6619047619048
5103-MHMHY,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,1,1,15.316666666666668,1,0,1,22.975,0,10,1,16,287.1875
7989-AWGEH,Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.2,1838.15,0,49,19.6,1,0,1,36.763000000000005,5,0,3,355,1341.8495000000003
4373-VVHQL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.75,44.75,0,1,14.916666666666666,1,0,1,22.375,2,5,2,228,279.6875
4559-UWIHT,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.65,1185.0,0,14,27.55,1,1,0,79.0,1,0,2,282,1501.0
7268-IGMFD,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,0,18,31.3,1,1,0,91.78421052631579,1,0,0,344,1927.4684210526316
1846-XWOQN,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,70.15,1,1,23.383333333333336,1,1,1,35.075,1,0,1,221,438.43750000000006
0235-KGSLC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,1,1,28.516666666666666,1,1,1,42.775,2,0,2,232,534.6875
6650-BWFRT,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.15,8529.5,0,72,39.050000000000004,0,1,0,116.84246575342466,1,0,1,280,5608.438356164384
9570-KYEUA,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),99.25,6549.45,0,64,33.083333333333336,0,1,0,100.76076923076923,4,0,4,357,4433.473846153846
6993-YGFJV,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.55,7806.5,0,69,37.516666666666666,0,1,0,111.52142857142857,3,0,3,351,5185.746428571429
2712-SYWAY,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.7,25.7,0,1,12.85,1,0,0,12.85,0,0,3,203,160.625
0730-BGQGF,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,6287.3,0,71,30.099999999999998,0,0,0,87.32361111111112,2,0,4,313,4147.871527777778
5498-IBWPI,Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),49.4,3251.85,0,66,16.466666666666665,0,0,0,48.53507462686567,0,10,3,256,2184.0783582089553
9101-NTIXF,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,50.6,0,2,9.7,1,0,0,16.866666666666667,0,5,0,276,219.26666666666668
0013-SMEOE,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.7,7904.25,0,71,36.56666666666667,0,1,0,109.78125,2,0,1,256,5214.609375
9314-QDMDW,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.25,729.95,0,11,20.416666666666668,0,0,0,60.82916666666667,3,10,1,158,1064.5104166666667
9308-ANMVE,Male,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,0,47,18.433333333333334,1,0,0,55.29270833333334,2,0,2,316,1962.8911458333334
2884-GBPFB,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,2416.55,1,35,23.433333333333334,1,1,1,67.1263888888889,2,0,1,258,1980.2284722222225
3757-NJYBX,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.35,3520.75,1,32,35.449999999999996,1,1,0,106.68939393939394,1,10,1,202,2987.30303030303
3413-DHLPB,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.75,5969.95,0,60,34.583333333333336,1,1,0,97.86803278688524,0,0,2,175,4110.45737704918
7649-PHJVR,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,226.8,0,11,9.75,0,0,0,18.900000000000002,2,0,2,81,330.75000000000006
6114-TCFID,Female,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),39.5,1082.75,0,29,19.75,0,0,0,36.09166666666667,3,0,1,24,956.4291666666667
3787-TRIAL,Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.05,565.75,0,21,13.025,1,0,1,25.71590909090909,3,0,0,17,578.6079545454545
2573-GYRUU,Male,1,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.05,4370.75,0,48,30.349999999999998,1,1,1,89.19897959183673,3,0,0,283,3211.1632653061224
